Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Government,Canada, Paseo , High ," $2.632,00 "," $10,00 "," $350,00 "," $921.200,00 ", $350," $801.444,00 "," $684.320,00 "," $117.124,00 ",1/6/2014,6, June ,2014
Enterprise,Canada, Paseo , High ," $1.583,00 "," $10,00 "," $125,00 "," $197.875,00 ", $125," $172.151,25 "," $189.960,00 "," $(17.808,75)",1/6/2014,6, June ,2014
Channel Partners,Mexico, Paseo , High ," $571,00 "," $10,00 "," $12,00 "," $6.852,00 ", $12," $5.961,24 "," $1.713,00 "," $4.248,24 ",1/7/2014,7, July ,2014
Government,France, Paseo , High ," $2.696,00 "," $10,00 "," $7,00 "," $18.872,00 ", $7," $16.418,64 "," $13.480,00 "," $2.938,64 ",1/8/2014,8, August ,2014
Midmarket,Canada, Paseo , High ," $1.565,00 "," $10,00 "," $15,00 "," $23.475,00 ", $15," $20.423,25 "," $15.650,00 "," $4.773,25 ",1/10/2014,10, October ,2014
Government,Canada, Paseo , High ," $1.249,00 "," $10,00 "," $20,00 "," $24.980,00 ", $20," $21.732,60 "," $12.490,00 "," $9.242,60 ",1/10/2014,10, October ,2014
Government,Germany, Paseo , High ," $357,00 "," $10,00 "," $350,00 "," $124.950,00 ", $350," $108.706,50 "," $92.820,00 "," $15.886,50 ",1/11/2014,11, November ,2014
Channel Partners,Germany, Paseo , High ," $1.013,00 "," $10,00 "," $12,00 "," $12.156,00 ", $12," $10.575,72 "," $3.039,00 "," $7.536,72 ",1/12/2014,12, December ,2014
Midmarket,France, Velo , High ," $3.997,50 "," $120,00 "," $15,00 "," $59.962,50 ", $15," $52.167,38 "," $39.975,00 "," $12.192,38 ",1/1/2014,1, January ,2014
Government,Canada, Velo , High ," $2.632,00 "," $120,00 "," $350,00 "," $921.200,00 ", $350," $801.444,00 "," $684.320,00 "," $117.124,00 ",1/6/2014,6, June ,2014
Government,France, Velo , High ," $1.190,00 "," $120,00 "," $7,00 "," $8.330,00 ", $7," $7.247,10 "," $5.950,00 "," $1.297,10 ",1/6/2014,6, June ,2014
Channel Partners,Mexico, Velo , High ," $604,00 "," $120,00 "," $12,00 "," $7.248,00 ", $12," $6.305,76 "," $1.812,00 "," $4.493,76 ",1/6/2014,6, June ,2014
Midmarket,Germany, Velo , High ," $660,00 "," $120,00 "," $15,00 "," $9.900,00 ", $15," $8.613,00 "," $6.600,00 "," $2.013,00 ",1/9/2013,9, September ,2013
Channel Partners,Mexico, Velo , High ," $410,00 "," $120,00 "," $12,00 "," $4.920,00 ", $12," $4.280,40 "," $1.230,00 "," $3.050,40 ",1/10/2014,10, October ,2014
Small Business,Mexico, Velo , High ," $2.605,00 "," $120,00 "," $300,00 "," $781.500,00 ", $300," $679.905,00 "," $651.250,00 "," $28.655,00 ",1/11/2013,11, November ,2013
Channel Partners,Germany, Velo , High ," $1.013,00 "," $120,00 "," $12,00 "," $12.156,00 ", $12," $10.575,72 "," $3.039,00 "," $7.536,72 ",1/12/2014,12, December ,2014
Enterprise,Canada, VTT , High ," $1.583,00 "," $250,00 "," $125,00 "," $197.875,00 ", $125," $172.151,25 "," $189.960,00 "," $(17.808,75)",1/6/2014,6, June ,2014
Midmarket,Canada, VTT , High ," $1.565,00 "," $250,00 "," $15,00 "," $23.475,00 ", $15," $20.423,25 "," $15.650,00 "," $4.773,25 ",1/10/2014,10, October ,2014
Enterprise,Canada, Amarilla , High ," $1.659,00 "," $260,00 "," $125,00 "," $207.375,00 ", $125," $180.416,25 "," $199.080,00 "," $(18.663,75)",1/1/2014,1, January ,2014
Government,France, Amarilla , High ," $1.190,00 "," $260,00 "," $7,00 "," $8.330,00 ", $7," $7.247,10 "," $5.950,00 "," $1.297,10 ",1/6/2014,6, June ,2014
Channel Partners,Mexico, Amarilla , High ," $410,00 "," $260,00 "," $12,00 "," $4.920,00 ", $12," $4.280,40 "," $1.230,00 "," $3.050,40 ",1/10/2014,10, October ,2014
Channel Partners,Germany, Amarilla , High ," $1.770,00 "," $260,00 "," $12,00 "," $21.240,00 ", $12," $18.478,80 "," $5.310,00 "," $13.168,80 ",1/12/2013,12, December ,2013
Government,Mexico, Carretera , High ," $2.579,00 "," $3,00 "," $20,00 "," $51.580,00 ", $20," $44.358,80 "," $25.790,00 "," $18.568,80 ",1/4/2014,4, April ,2014
Government,United States of America, Carretera , High ," $1.743,00 "," $3,00 "," $20,00 "," $34.860,00 ", $20," $29.979,60 "," $17.430,00 "," $12.549,60 ",1/5/2014,5, May ,2014
Government,United States of America, Carretera , High ," $2.996,00 "," $3,00 "," $7,00 "," $20.972,00 ", $7," $18.035,92 "," $14.980,00 "," $3.055,92 ",1/10/2013,10, October ,2013
Government,Germany, Carretera , High ," $280,00 "," $3,00 "," $7,00 "," $1.960,00 ", $7," $1.685,60 "," $1.400,00 "," $285,60 ",1/12/2014,12, December ,2014
Government,France, Montana , High ," $293,00 "," $5,00 "," $7,00 "," $2.051,00 ", $7," $1.763,86 "," $1.465,00 "," $298,86 ",1/2/2014,2, February ,2014
Government,United States of America, Montana , High ," $2.996,00 "," $5,00 "," $7,00 "," $20.972,00 ", $7," $18.035,92 "," $14.980,00 "," $3.055,92 ",1/10/2013,10, October ,2013
Midmarket,Germany, Paseo , High ," $278,00 "," $10,00 "," $15,00 "," $4.170,00 ", $15," $3.586,20 "," $2.780,00 "," $806,20 ",1/2/2014,2, February ,2014
Government,Canada, Paseo , High ," $2.428,00 "," $10,00 "," $20,00 "," $48.560,00 ", $20," $41.761,60 "," $24.280,00 "," $17.481,60 ",1/3/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ," $1.767,00 "," $10,00 "," $15,00 "," $26.505,00 ", $15," $22.794,30 "," $17.670,00 "," $5.124,30 ",1/9/2014,9, September ,2014
Channel Partners,France, Paseo , High ," $1.393,00 "," $10,00 "," $12,00 "," $16.716,00 ", $12," $14.375,76 "," $4.179,00 "," $10.196,76 ",1/10/2014,10, October ,2014
Government,Germany, VTT , High ," $280,00 "," $250,00 "," $7,00 "," $1.960,00 ", $7," $1.685,60 "," $1.400,00 "," $285,60 ",1/12/2014,12, December ,2014
Channel Partners,France, Amarilla , High ," $1.393,00 "," $260,00 "," $12,00 "," $16.716,00 ", $12," $14.375,76 "," $4.179,00 "," $10.196,76 ",1/10/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ," $2.015,00 "," $260,00 "," $12,00 "," $24.180,00 ", $12," $20.794,80 "," $6.045,00 "," $14.749,80 ",1/12/2013,12, December ,2013
Small Business,Mexico, Carretera , High ," $801,00 "," $3,00 "," $300,00 "," $240.300,00 ", $300," $206.658,00 "," $200.250,00 "," $6.408,00 ",1/7/2014,7, July ,2014
Enterprise,France, Carretera , High ," $1.023,00 "," $3,00 "," $125,00 "," $127.875,00 ", $125," $109.972,50 "," $122.760,00 "," $(12.787,50)",1/9/2013,9, September ,2013
Small Business,Canada, Carretera , High ," $1.496,00 "," $3,00 "," $300,00 "," $448.800,00 ", $300," $385.968,00 "," $374.000,00 "," $11.968,00 ",1/10/2014,10, October ,2014
Small Business,United States of America, Carretera , High ," $1.010,00 "," $3,00 "," $300,00 "," $303.000,00 ", $300," $260.580,00 "," $252.500,00 "," $8.080,00 ",1/10/2014,10, October ,2014
Midmarket,Germany, Carretera , High ," $1.513,00 "," $3,00 "," $15,00 "," $22.695,00 ", $15," $19.517,70 "," $15.130,00 "," $4.387,70 ",1/11/2014,11, November ,2014
Midmarket,Canada, Carretera , High ," $2.300,00 "," $3,00 "," $15,00 "," $34.500,00 ", $15," $29.670,00 "," $23.000,00 "," $6.670,00 ",1/12/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ," $2.821,00 "," $3,00 "," $125,00 "," $352.625,00 ", $125," $303.257,50 "," $338.520,00 "," $(35.262,50)",1/12/2013,12, December ,2013
Government,Canada, Montana , High ," $2.227,50 "," $5,00 "," $350,00 "," $779.625,00 ", $350," $670.477,50 "," $579.150,00 "," $91.327,50 ",1/1/2014,1, January ,2014
Government,Germany, Montana , High ," $1.199,00 "," $5,00 "," $350,00 "," $419.650,00 ", $350," $360.899,00 "," $311.740,00 "," $49.159,00 ",1/4/2014,4, April ,2014
Government,Canada, Montana , High ," $200,00 "," $5,00 "," $350,00 "," $70.000,00 ", $350," $60.200,00 "," $52.000,00 "," $8.200,00 ",1/5/2014,5, May ,2014
Government,Canada, Montana , High ," $388,00 "," $5,00 "," $7,00 "," $2.716,00 ", $7," $2.335,76 "," $1.940,00 "," $395,76 ",1/9/2014,9, September ,2014
Government,Mexico, Montana , High ," $1.727,00 "," $5,00 "," $7,00 "," $12.089,00 ", $7," $10.396,54 "," $8.635,00 "," $1.761,54 ",1/10/2013,10, October ,2013
Midmarket,Canada, Montana , High ," $2.300,00 "," $5,00 "," $15,00 "," $34.500,00 ", $15," $29.670,00 "," $23.000,00 "," $6.670,00 ",1/12/2014,12, December ,2014
Government,Mexico, Paseo , High ," $260,00 "," $10,00 "," $20,00 "," $5.200,00 ", $20," $4.472,00 "," $2.600,00 "," $1.872,00 ",1/2/2014,2, February ,2014
Midmarket,Canada, Paseo , High ," $2.470,00 "," $10,00 "," $15,00 "," $37.050,00 ", $15," $31.863,00 "," $24.700,00 "," $7.163,00 ",1/9/2013,9, September ,2013
Midmarket,Canada, Paseo , High ," $1.743,00 "," $10,00 "," $15,00 "," $26.145,00 ", $15," $22.484,70 "," $17.430,00 "," $5.054,70 ",1/10/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ," $2.914,00 "," $10,00 "," $12,00 "," $34.968,00 ", $12," $30.072,48 "," $8.742,00 "," $21.330,48 ",1/10/2014,10, October ,2014
Government,France, Paseo , High ," $1.731,00 "," $10,00 "," $7,00 "," $12.117,00 ", $7," $10.420,62 "," $8.655,00 "," $1.765,62 ",1/10/2014,10, October ,2014
Government,Canada, Paseo , High ," $700,00 "," $10,00 "," $350,00 "," $245.000,00 ", $350," $210.700,00 "," $182.000,00 "," $28.700,00 ",1/11/2014,11, November ,2014
Channel Partners,Canada, Paseo , High ," $2.222,00 "," $10,00 "," $12,00 "," $26.664,00 ", $12," $22.931,04 "," $6.666,00 "," $16.265,04 ",1/11/2013,11, November ,2013
Government,United States of America, Paseo , High ," $1.177,00 "," $10,00 "," $350,00 "," $411.950,00 ", $350," $354.277,00 "," $306.020,00 "," $48.257,00 ",1/11/2014,11, November ,2014
Government,France, Paseo , High ," $1.922,00 "," $10,00 "," $350,00 "," $672.700,00 ", $350," $578.522,00 "," $499.720,00 "," $78.802,00 ",1/11/2013,11, November ,2013
Enterprise,Mexico, Velo , High ," $1.575,00 "," $120,00 "," $125,00 "," $196.875,00 ", $125," $169.312,50 "," $189.000,00 "," $(19.687,50)",1/2/2014,2, February ,2014
Government,United States of America, Velo , High ," $606,00 "," $120,00 "," $20,00 "," $12.120,00 ", $20," $10.423,20 "," $6.060,00 "," $4.363,20 ",1/4/2014,4, April ,2014
Small Business,United States of America, Velo , High ," $2.460,00 "," $120,00 "," $300,00 "," $738.000,00 ", $300," $634.680,00 "," $615.000,00 "," $19.680,00 ",1/7/2014,7, July ,2014
Small Business,Canada, Velo , High ," $269,00 "," $120,00 "," $300,00 "," $80.700,00 ", $300," $69.402,00 "," $67.250,00 "," $2.152,00 ",1/10/2013,10, October ,2013
Small Business,Germany, Velo , High ," $2.536,00 "," $120,00 "," $300,00 "," $760.800,00 ", $300," $654.288,00 "," $634.000,00 "," $20.288,00 ",1/11/2013,11, November ,2013
Government,Mexico, VTT , High ," $2.903,00 "," $250,00 "," $7,00 "," $20.321,00 ", $7," $17.476,06 "," $14.515,00 "," $2.961,06 ",1/3/2014,3, March ,2014
Small Business,United States of America, VTT , High ," $2.541,00 "," $250,00 "," $300,00 "," $762.300,00 ", $300," $655.578,00 "," $635.250,00 "," $20.328,00 ",1/8/2014,8, August ,2014
Small Business,Canada, VTT , High ," $269,00 "," $250,00 "," $300,00 "," $80.700,00 ", $300," $69.402,00 "," $67.250,00 "," $2.152,00 ",1/10/2013,10, October ,2013
Small Business,Canada, VTT , High ," $1.496,00 "," $250,00 "," $300,00 "," $448.800,00 ", $300," $385.968,00 "," $374.000,00 "," $11.968,00 ",1/10/2014,10, October ,2014
Small Business,United States of America, VTT , High ," $1.010,00 "," $250,00 "," $300,00 "," $303.000,00 ", $300," $260.580,00 "," $252.500,00 "," $8.080,00 ",1/10/2014,10, October ,2014
Government,France, VTT , High ," $1.281,00 "," $250,00 "," $350,00 "," $448.350,00 ", $350," $385.581,00 "," $333.060,00 "," $52.521,00 ",1/12/2013,12, December ,2013
Small Business,Canada, Amarilla , High ," $888,00 "," $260,00 "," $300,00 "," $266.400,00 ", $300," $229.104,00 "," $222.000,00 "," $7.104,00 ",1/3/2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ," $2.844,00 "," $260,00 "," $125,00 "," $355.500,00 ", $125," $305.730,00 "," $341.280,00 "," $(35.550,00)",1/5/2014,5, May ,2014
Channel Partners,France, Amarilla , High ," $2.475,00 "," $260,00 "," $12,00 "," $29.700,00 ", $12," $25.542,00 "," $7.425,00 "," $18.117,00 ",1/8/2014,8, August ,2014
Midmarket,Canada, Amarilla , High ," $1.743,00 "," $260,00 "," $15,00 "," $26.145,00 ", $15," $22.484,70 "," $17.430,00 "," $5.054,70 ",1/10/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ," $2.914,00 "," $260,00 "," $12,00 "," $34.968,00 ", $12," $30.072,48 "," $8.742,00 "," $21.330,48 ",1/10/2014,10, October ,2014
Government,France, Amarilla , High ," $1.731,00 "," $260,00 "," $7,00 "," $12.117,00 ", $7," $10.420,62 "," $8.655,00 "," $1.765,62 ",1/10/2014,10, October ,2014
Government,Mexico, Amarilla , High ," $1.727,00 "," $260,00 "," $7,00 "," $12.089,00 ", $7," $10.396,54 "," $8.635,00 "," $1.761,54 ",1/10/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ," $1.870,00 "," $260,00 "," $15,00 "," $28.050,00 ", $15," $24.123,00 "," $18.700,00 "," $5.423,00 ",1/11/2013,11, November ,2013
Enterprise,France, Carretera , High ," $1.174,00 "," $3,00 "," $125,00 "," $146.750,00 ", $125," $124.737,50 "," $140.880,00 "," $(16.142,50)",1/8/2014,8, August ,2014
Enterprise,Germany, Carretera , High ," $2.767,00 "," $3,00 "," $125,00 "," $345.875,00 ", $125," $293.993,75 "," $332.040,00 "," $(38.046,25)",1/8/2014,8, August ,2014
Enterprise,Germany, Carretera , High ," $1.085,00 "," $3,00 "," $125,00 "," $135.625,00 ", $125," $115.281,25 "," $130.200,00 "," $(14.918,75)",1/10/2014,10, October ,2014
Small Business,Mexico, Montana , High ," $546,00 "," $5,00 "," $300,00 "," $163.800,00 ", $300," $139.230,00 "," $136.500,00 "," $2.730,00 ",1/10/2014,10, October ,2014
Government,Germany, Paseo , High ," $1.158,00 "," $10,00 "," $20,00 "," $23.160,00 ", $20," $19.686,00 "," $11.580,00 "," $8.106,00 ",1/3/2014,3, March ,2014
Midmarket,Canada, Paseo , High ," $1.614,00 "," $10,00 "," $15,00 "," $24.210,00 ", $15," $20.578,50 "," $16.140,00 "," $4.438,50 ",1/4/2014,4, April ,2014
Government,Mexico, Paseo , High ," $2.535,00 "," $10,00 "," $7,00 "," $17.745,00 ", $7," $15.083,25 "," $12.675,00 "," $2.408,25 ",1/4/2014,4, April ,2014
Government,Mexico, Paseo , High ," $2.851,00 "," $10,00 "," $350,00 "," $997.850,00 ", $350," $848.172,50 "," $741.260,00 "," $106.912,50 ",1/5/2014,5, May ,2014
Midmarket,Canada, Paseo , High ," $2.559,00 "," $10,00 "," $15,00 "," $38.385,00 ", $15," $32.627,25 "," $25.590,00 "," $7.037,25 ",1/8/2014,8, August ,2014
Government,United States of America, Paseo , High ," $267,00 "," $10,00 "," $20,00 "," $5.340,00 ", $20," $4.539,00 "," $2.670,00 "," $1.869,00 ",1/10/2013,10, October ,2013
Enterprise,Germany, Paseo , High ," $1.085,00 "," $10,00 "," $125,00 "," $135.625,00 ", $125," $115.281,25 "," $130.200,00 "," $(14.918,75)",1/10/2014,10, October ,2014
Midmarket,Germany, Paseo , High ," $1.175,00 "," $10,00 "," $15,00 "," $17.625,00 ", $15," $14.981,25 "," $11.750,00 "," $3.231,25 ",1/10/2014,10, October ,2014
Government,United States of America, Paseo , High ," $2.007,00 "," $10,00 "," $350,00 "," $702.450,00 ", $350," $597.082,50 "," $521.820,00 "," $75.262,50 ",1/11/2013,11, November ,2013
Government,Mexico, Paseo , High ," $2.151,00 "," $10,00 "," $350,00 "," $752.850,00 ", $350," $639.922,50 "," $559.260,00 "," $80.662,50 ",1/11/2013,11, November ,2013
Channel Partners,United States of America, Paseo , High ," $914,00 "," $10,00 "," $12,00 "," $10.968,00 ", $12," $9.322,80 "," $2.742,00 "," $6.580,80 ",1/12/2014,12, December ,2014
Government,France, Paseo , High ," $293,00 "," $10,00 "," $20,00 "," $5.860,00 ", $20," $4.981,00 "," $2.930,00 "," $2.051,00 ",1/12/2014,12, December ,2014
Channel Partners,Mexico, Velo , High ," $500,00 "," $120,00 "," $12,00 "," $6.000,00 ", $12," $5.100,00 "," $1.500,00 "," $3.600,00 ",1/3/2014,3, March ,2014
Midmarket,France, Velo , High ," $2.826,00 "," $120,00 "," $15,00 "," $42.390,00 ", $15," $36.031,50 "," $28.260,00 "," $7.771,50 ",1/5/2014,5, May ,2014
Enterprise,France, Velo , High ," $663,00 "," $120,00 "," $125,00 "," $82.875,00 ", $125," $70.443,75 "," $79.560,00 "," $(9.116,25)",1/9/2014,9, September ,2014
Small Business,United States of America, Velo , High ," $2.574,00 "," $120,00 "," $300,00 "," $772.200,00 ", $300," $656.370,00 "," $643.500,00 "," $12.870,00 ",1/11/2013,11, November ,2013
Enterprise,United States of America, Velo , High ," $2.438,00 "," $120,00 "," $125,00 "," $304.750,00 ", $125," $259.037,50 "," $292.560,00 "," $(33.522,50)",1/12/2013,12, December ,2013
Channel Partners,United States of America, Velo , High ," $914,00 "," $120,00 "," $12,00 "," $10.968,00 ", $12," $9.322,80 "," $2.742,00 "," $6.580,80 ",1/12/2014,12, December ,2014
Government,Canada, VTT , High ," $865,50 "," $250,00 "," $20,00 "," $17.310,00 ", $20," $14.713,50 "," $8.655,00 "," $6.058,50 ",1/7/2014,7, July ,2014
Midmarket,Germany, VTT , High ," $492,00 "," $250,00 "," $15,00 "," $7.380,00 ", $15," $6.273,00 "," $4.920,00 "," $1.353,00 ",1/7/2014,7, July ,2014
Government,United States of America, VTT , High ," $267,00 "," $250,00 "," $20,00 "," $5.340,00 ", $20," $4.539,00 "," $2.670,00 "," $1.869,00 ",1/10/2013,10, October ,2013
Midmarket,Germany, VTT , High ," $1.175,00 "," $250,00 "," $15,00 "," $17.625,00 ", $15," $14.981,25 "," $11.750,00 "," $3.231,25 ",1/10/2014,10, October ,2014
Enterprise,Canada, VTT , High ," $2.954,00 "," $250,00 "," $125,00 "," $369.250,00 ", $125," $313.862,50 "," $354.480,00 "," $(40.617,50)",1/11/2013,11, November ,2013
Enterprise,Germany, VTT , High ," $552,00 "," $250,00 "," $125,00 "," $69.000,00 ", $125," $58.650,00 "," $66.240,00 "," $(7.590,00)",1/11/2014,11, November ,2014
Government,France, VTT , High ," $293,00 "," $250,00 "," $20,00 "," $5.860,00 ", $20," $4.981,00 "," $2.930,00 "," $2.051,00 ",1/12/2014,12, December ,2014
Small Business,France, Amarilla , High ," $2.475,00 "," $260,00 "," $300,00 "," $742.500,00 ", $300," $631.125,00 "," $618.750,00 "," $12.375,00 ",1/3/2014,3, March ,2014
Small Business,Mexico, Amarilla , High ," $546,00 "," $260,00 "," $300,00 "," $163.800,00 ", $300," $139.230,00 "," $136.500,00 "," $2.730,00 ",1/10/2014,10, October ,2014
Government,Mexico, Montana , High ," $1.368,00 "," $5,00 "," $7,00 "," $9.576,00 ", $7," $8.139,60 "," $6.840,00 "," $1.299,60 ",1/2/2014,2, February ,2014
Government,Canada, Paseo , High ," $723,00 "," $10,00 "," $7,00 "," $5.061,00 ", $7," $4.301,85 "," $3.615,00 "," $686,85 ",1/4/2014,4, April ,2014
Channel Partners,United States of America, VTT , High ," $1.806,00 "," $250,00 "," $12,00 "," $21.672,00 ", $12," $18.421,20 "," $5.418,00 "," $13.003,20 ",1/5/2014,5, May ,2014
